file	transcription
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19638833.wav	además la esposa del sastre trabaja para el presidente de panamá
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19637817.wav	el estudio solicitó cambios y la producción continuó
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19637820.wav	es una autoridad en la familia de las bromeliáceas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21983176.wav	tres
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21983178.wav	cuatro
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19960871.wav	perteneció al ateneo de caracas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19960873.wav	hubo saqueos tanto en la capital como en el interior del país
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27402278.wav	él es el único fenómeno más popular desde elvis presley
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27402279.wav	puede tolerar suelos anegados
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21982304.wav	dos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21982306.wav	firefox
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22005107.wav	firefox
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22005108.wav	dos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_18372560.wav	el pasado siempre vuelve
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_18372561.wav	baile que en burla empieza acaba en boda
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22043591.wav	cuatro
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22043597.wav	tres
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_30745798.wav	creando un antídoto stillwell se dirigió a donde spiderman luchaba con el escorpión
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_30745801.wav	reside en parís
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_29112479.wav	esa noche es considerada mundialmente como el nacimiento del literato
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_29112499.wav	a dicha canonización acudió felipe fernández junto a una nutrida representación canaria
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_34089002.wav	la geología de la zona es antigua arenisca roja
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_34089004.wav	a la vez recopiló música de los indígenas en varias regiones de guatemala
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19724965.wav	él fue al hospital y sobrevivió con quemaduras leves
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19724966.wav	el edificio es considerado un hito de la arquitectura moderna latinoamericana
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20284323.wav	el lago recibe las aguas de los pequeños ríos locales de escorrentía
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20284326.wav	durante la batalla de vilaine hizo su primer gran descubrimiento
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_28553860.wav	la cabeza y cuello son de color rufo castaño y el dorso pardo apagado
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_28553862.wav	la página puede ser pública o bloqueada dependiendo de la opción del usuario
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19631007.wav	en la osa mayor se encuentran varias enanas amarillas análogas al sol
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19631009.wav	mientras tanto lisa se hace monitor de bus y trata de mantener la paz
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19601634.wav	su madre es música
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19601635.wav	esta se divide en tres partes
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19651151.wav	las visitas son solo si reserva con el tour
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19651152.wav	la ciudad fue tomada en octubre de ese año
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_39562900.wav	epístola á los tesalonicenses fué escrita de atenas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_39563084.wav	igualmente posee una creciente producción ganadera
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19632632.wav	el servicio es libre para el usuario final en el caso de una emergencia
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19632636.wav	comandante capaz catilina tuvo una meritoria carrera militar
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27019587.wav	y el autódromo de bs
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27019703.wav	el trabajo solidario era la forma de organizar un evento de esa magnitud
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21995062.wav	uno
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21995076.wav	cinco
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19625106.wav	poco antes de la muerte de fleming olive tuvo su segundo aborto espontáneo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19625109.wav	son visitadas por numerosas especies de insectos y por colibríes
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_34525547.wav	ricci audicionó y obtuvo el papel mientras rodaba la serie francesa the hawk
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_34525550.wav	su conocimiento sobre la historia de kent le valió el alias de el historiador
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19619418.wav	por su envergadura acabaría dando nombre al concejo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19619419.wav	fue autor del libro los beatles que amo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20273696.wav	alberga variedad de flora y fauna como peces y aves
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20273716.wav	ambas empresas son independientes entre sí y no tienen ninguna relación
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_28947356.wav	el estado en que se sume la memoria se llama esperanza
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_28947363.wav	singapur tiene una embajada en españa y consulados honorarios en barcelona y madrid
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22041897.wav	tres
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22041898.wav	dos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19978765.wav	las ruinas de sus chozas todavía podían verse
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19978804.wav	fue denominado como rock alternativo por la prensa
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19619470.wav	participa además en la actividad gráfica del club ediciones mensuales almanaques ilustraciones
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19619471.wav	manuel tuvo al menos dos hijas cuya madre no es mencionada
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22042105.wav	ocho
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22042106.wav	sí
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27025793.wav	escribió en el estilo de nacionalismo musical
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27025798.wav	para entonces la empresa ya poseía las marcas adolfo y pierre cardin
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_32234522.wav	dicha discusión generó importantes movilizaciones universitarias en contra de la propuesta del gobierno
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_32234523.wav	laminas enteras
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19956900.wav	el pueblo está vacío y en ruinas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19956903.wav	pasan los años y el atraco queda atrás
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20068483.wav	a la mañana siguiente un mensajero del otro bando arribó al campamento
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20068485.wav	ello se debe a que las proteínas codificadas por estos genes están relacionadas funcionalmente
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27029886.wav	finalmente su frontera con la placa sudamericana corresponde a un borde convergente
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27029887.wav	en alemania los esfuerzos para regenerar los biotopos son recibidos con gran entusiasmo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_29283241.wav	y el equipo mayor del club acordó participar en principio en ese campeonato
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_29283355.wav	sirvió en el cuerpo de marines de los estados unidos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22174915.wav	algunos de ellos tienen diminutos cráteres en las cumbres
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22174943.wav	la salida y la meta han variado a lo largo de los años
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_32853770.wav	se designó centro administrativo a novorosíisk
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_32853771.wav	su capital y ciudad más poblada es oklahoma city
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19723782.wav	el viudo se preocupa de una hija y un hijo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19723785.wav	esta película significó el debut de su protagonista infantil carlos julio manzano
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21983839.wav	siete
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21983846.wav	seis
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_29105009.wav	el nombre de la revista lo dio en una tertulia el pintor miguel vázquez
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_29105151.wav	se colgó el bronce
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21725275.wav	tras haberla matado godzilla lanza un fuerte rugido de victoria
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21725277.wav	el siguiente diagrama muestra a las localidades en un radio de de cope
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21978893.wav	uno
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21978896.wav	ocho
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19596882.wav	aparte de los tapones hay otras formas de evitar el ruido
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19596884.wav	aprenderá a pintar siendo niña con la ayuda de sus padres
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21977112.wav	no
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21977147.wav	seis
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21991964.wav	seis
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21991968.wav	nueve
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19738192.wav	es licenciado en física por la universidad de zaragoza
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19738194.wav	agregar leche que contiene grasas es más eficaz
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22029787.wav	no
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22029793.wav	ocho
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19629594.wav	estudió en las escuelas primarias franklin roosevelt y pedro mendoza
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19629597.wav	consiste básicamente en poner en evidencia el diálogo interno de la persona
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19757668.wav	fue su segunda suspensión
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19757679.wav	ellos planean casarse
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27160862.wav	luego siguieron las desapariciones los traslados y las torturas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27160905.wav	susan está visiblemente embarazada
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27229014.wav	es difícil observar directamente las fuerzas gravitacionales al nivel de partículas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27229018.wav	se han registrado algunos casos de síndrome de stevensjohnson
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_32236968.wav	no hay signos de vino o licor
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_32236969.wav	listado abajo es resultados para el más rama escogida generalmente
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_24837580.wav	ambas familias terminan combatiendo en bandos opuestos en la primera guerra mundial
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_24837598.wav	al dejar las fuerzas armadas hubo alcanzado el grado de coronel
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19609520.wav	tiene una cuantiosa población kurda
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19609525.wav	en pocas y extraordinarias veces ha salido con el apostolado al completo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_25722135.wav	el torneo será disputado con el sistema de todos contra todos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_25722187.wav	la historia se centra en aldo y andrea dos personas de vidas completamente diferentes
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19665891.wav	localidad situada en la ruta de la lana
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19665895.wav	surge de esta manera la institución orquestal más novel y pujante de caracas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19606649.wav	es la tercera y la menor de sus hermanos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19606655.wav	los argelinos comunistas se reagruparon en el partido de la vanguardia socialista
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27150094.wav	su consejero era martin hellman
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27150164.wav	según la leyenda así fue como los drakkar vikingos tomaron su famosa forma
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22046979.wav	william está escribiendo un nuevo libro
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22047059.wav	se consideran los posibles escenarios de la historia de rusia
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_28818590.wav	es un ser sensible que puede hablar pensar y sentir dolor
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_28818603.wav	las figuras de estas criaturas han sido elegidas como símbolos de los cuatro evangelistas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22017438.wav	seis
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22017439.wav	ocho
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_26939088.wav	en cada episodio de la dra
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_26939092.wav	fue concedido principalmente por su valor u otra virtud militar el campo de batalla
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19695349.wav	es licenciado en ciencias de la información por la universidad complutense
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19695350.wav	la ermita es una sencilla construcción neogótica
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19727059.wav	localizado en las cercanías del río st
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19727060.wav	ha cambiado la mecánica de su servicio a lo largo de los años
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22788489.wav	el juego en general recibió críticas mixtas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22788490.wav	las larvas se alimentan de las distintas especies de erica
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_33522574.wav	dos científicos la dra
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_33522575.wav	la mandíbula superior se extiende hacia atrás hasta la mitad de su enorme ojo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19747674.wav	el programa lo dirigía antonio martín valbuena
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19747677.wav	esta pequeña iglesia fue transformada en un templo de dos naves
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19627960.wav	un parque de diversiones gestionado por el grupo concord se encuentra aquí
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19627964.wav	la obra se incluyó en la colección le tour du monde
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19608626.wav	el paisaje está principalmente compuesto por desiertos con poca agua
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19608628.wav	luego el efecto del agente queda usualmente confinado al objetivo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20067998.wav	durante la primera guerra mundial volvió a su rusia natal
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20067999.wav	el clima es tropical de sabana en casi toda su extensión
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19980314.wav	tampoco se sabe cuándo falleció
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19980315.wav	tiene varias publicaciones de investigación a su nombre
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27028695.wav	es la esposa del político estadounidense bill white
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27028704.wav	en el segundo caso el tumor aumenta de volumen
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_26980561.wav	el mandato tiene una duración de cinco años
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_26980563.wav	sus primeras obras muestran la fuerte influencia de los simbolistas franceses
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22712354.wav	últimamente ha sido escuchada en la introducción del videojuego lego city undercover
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22712356.wav	proviene del pilar derecho del diafragma
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19678804.wav	su estado de conservación está en peligro crítico
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19678808.wav	ese año efectuó un relevamiento hidrográfico da lagoa pires
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20241234.wav	contaba con un amplio surtido de marcas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20241236.wav	todo esto por supuesto en forma de sátira
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19596729.wav	se encuentra en áfrica subsahariana y argentina
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19596732.wav	diversos estudios intentan caracterizar este fenómeno
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20299084.wav	la lista de canciones fue seleccionada por boss forsberg
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20299085.wav	los pistones son de aluminio forjado
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19720724.wav	entra a continuación en el ayuntamiento de nigrán en dirección sur
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19720770.wav	se trata de una casa señorial de grandes dimensiones y planta rectangular
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19635402.wav	se destacaba por tener coraje y valentía en la pista
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19635404.wav	más adelante dijo que lo que hizo fue lamentar que haya presos políticos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19694597.wav	espanyol de laliga de españa
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19694601.wav	vendió cargos y rangos militares
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22017655.wav	sí
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22017658.wav	no
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20236956.wav	se hace con poco cuajo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20236959.wav	el festival ha lanzado a la fama a numerosos artistas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20264299.wav	para atraer la atención para comunicar un mensaje o para expresar excitación
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20264304.wav	es la aglomeración de españa en cuanto a población
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27378416.wav	las obras destacadas dentro de la arquitectura gótica civil valenciana son numerosas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27378460.wav	no se sabe nada sobre su muerte
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19747087.wav	está dedicado al sufí murciano andalusí san abul abbas almursi cuya tumba contiene
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19747091.wav	se empezó a usar durante la guerra de vietnam
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19699637.wav	ha sido además docente universitario en administración pública derecho constitucional e introducción al derecho
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19699638.wav	es considerada la estación con más nieve del centrosur de italia
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27390331.wav	sus padres la hicieron hincha de san lorenzo y ella hincha de boca juniors
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27390386.wav	acudió a la universidad donde estudió cerca de nueve meses sexología
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_29235606.wav	creían que cuando moría un hombre su alma volvía al cabo de cinco días
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_29235645.wav	se encuentra en palazzo vecchio florencia
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27311977.wav	los problemas económicos sacudieron a la familia bird durante toda su infancia
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27312010.wav	hernández arteaga junto a asensio torrado martínez monje y villalba fueron procesados
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_32231154.wav	en su festividad religiosa asociada que significa fiesta de las flores en náhuatl
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_32231157.wav	a los chinos no les gustaban los uigures porque practicaban la usura
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20272109.wav	en ese año se pasó a san martín de tucumán
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20272110.wav	cullen prosigue entonces con su carrera criminal asaltando bancos y robando a particulares
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19625692.wav	es incluso probable que fueran mutuamente inteligibles
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19625693.wav	ver la novela de john hersey hiroshima
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21988660.wav	hijo de vicente pernía jugador de estudiantes boca juniors y velez
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21988690.wav	ha sido invitado especial en varios eventos a lo largo de europa
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19765941.wav	es un rascacielos en kowloon hong kong
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19765942.wav	la obra tiene una inspiración de música de jazz y blues estadounidense
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21975227.wav	nueve
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21975228.wav	hey
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19738447.wav	hebrón fue uno de los primeros señoríos creados
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19738448.wav	el disco fue producido por óscar gómez
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_25028391.wav	actualmente es parte de la selección argentina que compite en el rugby championship
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_25160711.wav	universidad autónoma de madrid españa
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19656125.wav	escribió varios libros acerca de patología y la historia de medicina
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19656126.wav	tenía torres circulares en los ángulos y alguna más en las cerraduras largas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27363556.wav	aparte de las iglesias era el monumento arquitectónico más conocido de la ciudad
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27363643.wav	los jueces pueden aprobarlo diciendo sí o rechazarlo diciendo no
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21946191.wav	tres
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21946192.wav	cero
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_18599790.wav	los días de verano son aburridos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_18599791.wav	un minuto sólo prendí el cohete 
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19968479.wav	las orejas son muy largas y redondeadas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19968480.wav	realizó algunas porcelanas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27366843.wav	actualmente reside en la ciudad de valencia carabobo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27366844.wav	en mayo de ese mismo año dejó el programa
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_34236468.wav	gonzález es copresentador de la emisión de radio y televisión democracy now
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_34236564.wav	la economía del municipio se basa en la actividad ganadera
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_32232909.wav	especímenes adicionales de p patricia no se han descubierto
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_32232913.wav	cuenta con cinco salas de exposición un vestíbulo de acceso y un pequeño auditorio
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_25378164.wav	muchos eran hijos de curacas o jefes políticoadministrativos del ayllu
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_25378166.wav	estuvo en contacto con grandes personalidades mundiales como mahatma gandhi
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19662978.wav	patrón de madre francesa padre peruano y abuelos italianos nació en lima
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19662983.wav	el siguiente diagrama muestra a las localidades más próximas a vinton
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22041229.wav	cuatro
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22041233.wav	cero
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21952925.wav	cinco
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21952926.wav	cero
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27073095.wav	la publicación de historietas pasó a ser una gran industria
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27073750.wav	es originaria de la península malaya y en tailandia
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_24852917.wav	actualmente su cabecera es ensenada
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_24853014.wav	el acto es así concebido como presencia capital de perfección
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19629796.wav	el lugar sirvió como un campo para prisioneros políticos durante la segunda guerra mundial
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19629798.wav	tuvieron un hijo juntos rowan
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19601771.wav	el cantante interpretó la canción en varios conciertos de la gira quinto piso tour
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19601775.wav	los arreglos multidimensionales pueden ser usados para matemática de matrices
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_23486422.wav	se han reconocido varias subespecies las cuales varían entre nueve y trece
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_23486426.wav	stanton asistió broughton primaria y trinidad academia edimburgo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21962081.wav	ocho
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21962082.wav	dos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_33364037.wav	jordan entrenó a tres equipos en nueve temporadas incluidas cinco campañas en washington wizards
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_33364039.wav	cartas obligatorias
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_32231483.wav	en la parte posterior de la nave principal se abrían las rampas para camiones
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_32231486.wav	de muy joven se instaló en barcelona con su familia
