sentence_id	sentence	sentence_domain	source
6e24239b40282b26cd57af4f72525e9f007026145ab4817ed398935bc3eb426a	En este caso, se presentan cinco ejemplos de este tipo de oraciones:		https://hf.co/datasets/nyuuzyou/chatgpt-in-russia-qa
6e3aae2ba449aed6cdfe33c1cf1503d6ec79aaa8213dec1ae97438e130792674	Porque el que no es contra nosotros, por nosotros es.		Reina-Valera Antigua (RVA)
6e3dd4a5a394501a1cc1ecb10b7962943ba9e11ebbd299e9b599c434724e834d	Arrieros somos y en el camino nos encontraremos.		Dicho popular
6e42db83b060681bfcc63b31def84b7df37c7181be49fa2702bc68f43a2114be	Encuentre información oficial del Gobierno sobre las elecciones y cómo votar en Estados Unidos.		https://www.usa.gov/es/#all-topics-header
6e55965c46a582ea9e2639601b03f3801ad4ecc4ce25a470e21660fb9fed6ad4	Gastan sus días en bien, Y en un momento descienden á la sepultura.		Reina-Valera Antigua (RVA)
6e640717cec74c0905821ca6a7b536aa0dc56b5ca39cb63c4a6a21cb3cef49d1	ponerles todas las vacunas a los niños siguiendo el calendario de vacunación recomendado		cdc.gov
6e79445ff00ec24cc121eee8b678b8380c862fb65e402ae3ec391068568d531d	Siento enojo		cdc.gov
6e992c311fe57874d53bbe09b1915678ff9efa1fd132b71ffb2dcba214c01910	Hola!		Autocitaci
6ea347d4b56a60b8c54fa1efbef7bf48a7469f428cdf5f75f57efe4b11f0b6a1	Ensuciandose las manos, se puede hacer uno rico.		proverbs https://foxhugh.com/spanish/104-spanish-proverbs-and-sayings/
6ea63e9132e080466fa1803316abd80f6ee36cf462a7ac3a680962ef8ddbcae9	Te confesaré en grande congregación; Te alabaré entre numeroso pueblo.		Reina-Valera Antigua (RVA)
6eab53577134a6fca8e35cad2dbd4d5ae5b03b8ec95271fa0512859f58e7e0e3	Cretenses y Arabes, les oímos hablar en nuestras lenguas las maravillas de Dios.		Reina-Valera Antigua (RVA)
6ebbba2d099b512d7ec6e275bffd512e93067216e79a557b20ca119ba0f7716c	No apaguéis el Espíritu.		Reina-Valera Antigua (RVA)
6ec37aefcd1a1167a30e711ee803e9df9e4092c4040446fbbf3d660e0ec698af	¿Registros muestran prueba de ovnis?​		https://www.archives.gov/espanol
6ec52fcfb8d00f8c81a98e5711a92e88c1b2d5716cc861e64150d516190e1ba8	Integridad y rectitud me guarden; Porque en ti he esperado.		Reina-Valera Antigua (RVA)
6ecab1ad7d513d16422386375096620b8db6eddbf660a421308c9b028ac5cb66	Maldíganla los que maldicen al día, Los que se aprestan para levantar su llanto.		Reina-Valera Antigua (RVA)
6ed75c3bf8cd21ba18a8a82914aabf85704197b6cd4fe1a752ff1671176cfeff	Porque ¿de dónde sabes, oh mujer, si quizá harás salva á tu marido?		Reina-Valera Antigua (RVA)
6edbf174cd3b6f57ab549794a7c4b2f2341febc8220bec5bb0acb1a15f7f592a	No, os digo; antes si no os arrepintiereis, todos pereceréis asimismo.		Reina-Valera Antigua (RVA)
6ee2bec75ac6aabff85ceb7a0a1cf71156b479e0bc806222bf1afeea7a86638b	un sublime aliento al pueblo infundió. y desde el Empíreo		spanish national anthems https://www.lyricsondemand.com/
6ee546e8126a393580bb0593b1e445d03e348dcfc0d926b3f5d420a9fbd6bf84	Y á renovarnos en el espíritu de vuestra mente,		Reina-Valera Antigua (RVA)
6ee69161575ebc9c632c4150b53b1069d7ba52a96f89a35c6d24d3e048f2133a	Hay cinco áreas para comer al aire libre en el parque.		nps.gov
6ee7261dc9829edfdde226a800db0b5fb8c48854f922767f57f24f693c8e2afd	Candela de Jehová es el alma del hombre, Que escudriña lo secreto del vientre.		Reina-Valera Antigua (RVA)
6eea61939272f51b1386d7e267296e9c56606de0302f1b22688d819b52f0458f	Señor Jesucristo, que dijiste a tus apóstoles: “La paz les dejo,		order of mass
6ef40abd6d89c701f8895fe97beb6a0418442a6d844dcd65480f3a9d569f39a0	Aunque sea la mitad del reino, pondráse por obra.		Reina-Valera Antigua (RVA)
6ef661ad8b5a8376afd05fbf137a0569da59b5a34dde72ded6dd6966236b64a5	No traspases el término antiguo, Ni entres en la heredad de los huérfanos:		Reina-Valera Antigua (RVA)
6f0b63798e7f83329de822cf67a738e931a0d1e887cf2b4c635b6347b03b2775	tendrá daño cerebral o quedará sordo		cdc.gov
6f159384f1ba09e9609a80f1abd0c176ee6fe12ee96ed12b91ad998bd794f9dc	porque Dios se lo manifestó.		Reina-Valera Antigua (RVA)
6f2481a7ddbce9c5e52ea943b47c3130fab7d028a8320645ed84aa8fe1d376c3	Y oyendo esto los discípulos, cayeron sobre sus rostros, y temieron en gran manera.		Reina-Valera Antigua (RVA)
6f2cca88c2a78b68ef06577210138f1026abcd55bae01441eb1b35cc59c6f94e	Main Navigation		https://www.usa.gov/
6f2e40af4441a183f7d784a942fbb2a8e09f648092ed17289f2e5334a000fc8d	Muchos de aquella tropa		https://es.wikisource.org/wiki/Pr%C3%B3logo:_El_elefante_y_otros_animales
6f36690e41f03d0c8b376ca330a0f0f580599050d8c3dfeab5c93d5b9be17245	Estaba confuso y lo mismo freía una bombilla, que arreglaba un huevo.	general	Autocita
6f439c398040a70f0b1d4ed5c37f8372eb668bf6d992493e11deaf1497350c11	No escribo esto para avergonzaros: mas amonéstoos como á mis hijos amados.		Reina-Valera Antigua (RVA)
6f458eaf1c2e51a9c27c45b4172121ac9a0b936226dcc6f9200cbd945dffa5be	Prometiéndoles libertad, siendo ellos mismos siervos de corrupción.		Reina-Valera Antigua (RVA)
6f4e8d76afd205fb86d3edb80e8e37ee702cc733a083756b417020137b1a15fc	El cual pagará á cada uno conforme á sus obras:		Reina-Valera Antigua (RVA)
6f5511f3ff33bc3f3da70a3980d3a5c12e95f59805e849b5663a030ad5e5994a	Para obtener más información		cdc.gov
6f702d015e71086a78a3a100b00c17dc3b52f4b02298100fec1de0dbf5daf5c5	Daré voces, y no habrá juicio.		Reina-Valera Antigua (RVA)
6f7666e0364c6ce1bcbd3b2c3533eb33d70b4b40251fe84ffdcd2b5c822b1612	Ya su trono dignisimo abrieron, las Provincias Unidas del sur,		spanish national anthems https://www.lyricsondemand.com/
6f85fb7d85f0071bd4e83a1b9afa58a25b091d4f29e43d82019cbeb51e521d72	Estaba realizado en cuero y alpaca		Self Citation
6f88186bf06cb62bb8ac9ece3b66bc83932ef7a12ca951ee0872e822bbfa1dbe	Y les decía. El Hijo del hombre es Señor aun del sábado.		Reina-Valera Antigua (RVA)
6f92c06d0245c7b89708cbcb78e06e277f440eb8b35ed904a51032421f1fa145	Nunca no se sabe cuan puede fer honra la suya presencia como superheroe.		Autocita
6f937774abe0a98e3039bbcd9718a026bed3016206c19717b35520c45c5a04f2	dejen de escribir fragmentos de español antíguo, que se necesitan ejemplos actuales		Self Citation
6f9ae93f45e9242603ef57a3701a65e8b4d51c2116338df9dfedfab4b4c13279	Pres.: El Señor esté con Ustedes.		order of mass
6fa72941fdf83a70f45dfece2122e909580f8c19ce6c7f2fef74b18d581483a4	Si el hombre muriere, ¿volverá á vivir?		Reina-Valera Antigua (RVA)
6fa7347b1c1434736fa61f267e8dc792bf21aa446383b4de0c4ed8bc5ee8c7d6	Medita estas cosas; ocúpate en ellas; para que tu aprovechamiento sea manifiesto á todos.		Reina-Valera Antigua (RVA)
6faad420d04bb8c65c0e685d5105b9ddf4d91a354830268406c74f6cf964991a	Ni por tu cabeza jurarás, porque no puedes hacer un cabello blanco ó negro.		Reina-Valera Antigua (RVA)
6fab6b8fc4956f66a98af3a913fdf9bc035dd7dcef182f0e6546b340b4b789e0	Y cayendo en tierra, oyó una voz que le decía: Saulo,		Reina-Valera Antigua (RVA)
6fbf6afa14bcb6deff21198d0efef954e29140c51d96b942dde98178c47cfba2	Entonces tocó los ojos de ellos, diciendo: Conforme á vuestra fe os sea hecho.		Reina-Valera Antigua (RVA)
6fcbbbdef05b4a77c8901109da0ac88beb8f8b08af79c7b82aa0ef46249c687f	¿Cuál es tu petición, y te será otorgada?		Reina-Valera Antigua (RVA)
6fe23d4ac08e046d3b3f439cfebc7b354cf784f468d61df37ad677cdeb16f3b5	Solamente nos pidieron que nos acordásemos de los pobres;		Reina-Valera Antigua (RVA)
6fe4fd9861f886e6c5565b84f55e74db5cd4fd88748893a3814aa9f0c5bf376c	Sustenta mis pasos en tus caminos, Porque mis pies no resbalen.		Reina-Valera Antigua (RVA)
6fefd65313f7b478f98f65a0d6b2ea5a1b88dcafc3a765c471fdafb8195f0e4f	Salúdaos Gayo, mi huésped, y de toda la iglesia.		Reina-Valera Antigua (RVA)
6ffe351c5e4dab6c04730c31eae129d92752b89126f15651f3277351370e748a	Tú pues, que enseñas á otro, ¿no te enseñas á ti mismo?		Reina-Valera Antigua (RVA)
70000f5ae456e646bfa94ebd6e67f943ff7bfb36febaf0abe0f93f18520293b3	El remedio puede ser peor que la enfermedad.		proverbs https://foxhugh.com/spanish/104-spanish-proverbs-and-sayings/
700d5be3078c3a5a28baaa439284555c3b8da39f8b7de5c4e90280bf03f6a708	La suya razón no le viene de lo aprendiu en bell llibro.		Autocita
70150a2d46bd3053cb0ddba95959bf101f65d9dd10be790e457903796dfab561	Así que, todos los que somos perfectos, esto mismo sintamos:		Reina-Valera Antigua (RVA)
70202565124ea153fe535c79f846da84578b8277f3ef9aa87726c9a2d38ea268	Y viniendo el tribuno, le dijo: Dime, ¿eres tú Romano? Y él dijo: Sí.		Reina-Valera Antigua (RVA)
702c1ddb52916240c94f3b43e704e28e02a627119bdb4cc98f8f28ec5fd09d08	bienvenido!		Reina-Valera Antigua (RVA)
7030b9bbfa3a62e3441b704b283a057d8da4f01cb43d8cbdc56253dcc8ce8eaa	Jehova es mi luz y mi salvación: ¿de quién temeré?		Reina-Valera Antigua (RVA)
70425ff663716d2d3350d9fe49866cc5222d77e2389fd2da75aa7c37dae08bbe	Mas dirá alguno: ¿Cómo resucitarán los muertos? ¿Con qué cuerpo vendrán?		Reina-Valera Antigua (RVA)
704e8fe30ec5cc71f11efd1a23d19872d46fade1bf67697fe16ad8cfadb8ae4c	"""Residencia permanente o ""Green Card"""		https://www.usa.gov/coronavirus
70576cb8c798f7eafdb52caa9eaadfe32df5f653386e6dfb692c33f481afeb74	Mas cuando se convirtieren al Señor, el velo se quitará.		Reina-Valera Antigua (RVA)
706e725e924580552cb2e12d7663f07817438dd2761cec2de9c0ad60b7dee0a3	Y tras él, Gabbai, Sallai, novecientos veinte y ocho.		Reina-Valera Antigua (RVA)
70811e32026009dff3329179c979f689fa0ea0e9800e587838387ba1da3a4c3d	Que arranca los montes con su furor, Y no conocen quién los trastornó:		Reina-Valera Antigua (RVA)
70a5203a6256d488ad6feda040345f8373fd3fdc1be8efd4c18250745342e1e2	Ahora pues, si queréis, mirad en mí, Y ved si miento delante de vosotros.		Reina-Valera Antigua (RVA)
70b0e940b4b0de3c235759ada0e9ef903acd1a2823d6ea330f11390d76c29975	Mujer embarazada tocando su estómago cariñosamente.		cdc.gov
70b552d90737d7c6f9831ab11da381ad288ec16dfab78d785f6354a2c5e76db3	Porque ni aun los mismos que se circuncidan guardan la ley;		Reina-Valera Antigua (RVA)
70cbb9bbee008bb8fefc6fd83d5de1e4609f0953a5001f328ddda130ca83a1aa	¿por qué he de ser blasfemado por lo que doy gracias?		Reina-Valera Antigua (RVA)
70d0c99f6a8ff252536e47d63b8ab0f1c26e444c4f2b0a9fdc520dae9b852c89	Yo en muy poco tengo el ser juzgado de vosotros, ó de juicio humano;		Reina-Valera Antigua (RVA)
70d93754028c4bac3d815734a7f8b0451b5a03017e87e18be28cd5072a2df049	dolor de cabeza		cdc.gov
70e1c9ab5cfea339ddacfef52628ffe6c6414a893dc00fab02f3a4d75b1d1686	¿no te concertaste conmigo por un denario?		Reina-Valera Antigua (RVA)
70e7be9f73576dc9a44378a2e42b78883b67df89aab1d0da1f62ae49bc119db7	Vuestras riquezas están podridas:		Reina-Valera Antigua (RVA)
70fca539701a48487446be94c78b849a8465d57b40e94a1cefabad29e922e35c	Él pondrá el dinero y yo el trabajo.		RAE
70ffc298726d1e848fd25b157d724e22ebbc7ba40c0e9026be29dbd4dfea58bb	No hay quien entienda, No hay quien busque á Dios;		Reina-Valera Antigua (RVA)
7103d71a8fdd62c1093101dbad6503ae32f51a49f897da5eaae4960bae8f13e3	Compre el pase en una de las entradas del parque.		nps.gov
71071f7c042d856dfd7e9bcd31f9e47eee4f60cb87f9fa6cca2369852717558c	una noche y un día he estado en lo profundo de la mar;		Reina-Valera Antigua (RVA)
7110dc2e9f99bd47dfbb5c6f6beedd5b7b4c3e3e8bed9577ce165efe51112a20	Si dijeres: Ciertamente no lo supimos; ¿No lo entenderá el que pesa los corazones?		Reina-Valera Antigua (RVA)
711240c85dd277968a5b9cbda765306650f519d744e5972dcda616be30d70154	Porque ninguno de nosotros vive para sí, y ninguno muere para sí.		Reina-Valera Antigua (RVA)
7116b045d4d4264dbc8c228e03a934249fd9d3bb5662c2e051a11c40cd1da2b0	Corrompiéronse, hicieron obras abominables; No hay quien haga bien.		Reina-Valera Antigua (RVA)
71235f954b5ece1e7c139b9c0ed59aaf9958186ea82fb632e4260db8ee3a3ad2	Que cada uno de vosotros sepa tener su vaso en santificación y honor;		Reina-Valera Antigua (RVA)
7124ddd663f59e964d1cb321f1cf729dd76ead6e6f7cbe4e08760f872d1fcf6d	Oído que hubieron esto, fueron bautizados en el nombre del Señor Jesús.		Reina-Valera Antigua (RVA)
713756ed219b69faf3e8ff0310b1d0ae22d9540f3a9ad2f241b8cfc7e17db7aa	Si fuere vuestro lanzamiento hasta el cabo de los cielos, de allí os juntaré;		Reina-Valera Antigua (RVA)
713eb8ebd1ac8a388bdcf333d20bc0ea11ba80fce1e9242fc57e4ed0cb8d908a	Bendito Jehová, Que oyó la voz de mis ruegos.		Reina-Valera Antigua (RVA)
71426e10c37dd69c66a0972f1840a562227100578644f68705055fa113ed021d	uno galón		epa.gov
71439aaf19a2b4b467cb06de8db8a8bdd57ba509029ec707bede307d0b235e26	Hay camino que al hombre parece derecho; Empero su fin son caminos de muerte.		Reina-Valera Antigua (RVA)
71548b0a4cd97d85c82de65c0209a34159f43df2d4816816d9a55b5243820194	¿Tengo de comer yo carne de toros, O de beber sangre de machos cabríos?		Reina-Valera Antigua (RVA)
7159ddc908d9c62dc1d3be2f7dbb4a59197fde9227b56b5e470337a49ea05e69	Quebrantamiento y desventura hay en sus caminos;		Reina-Valera Antigua (RVA)
7172cf709493b48a7b7ca0d6412176cd7f2f3871ea327685b8111e40882dc487	No sabía, hermanos, que era el sumo sacerdote; pues escrito está:		Reina-Valera Antigua (RVA)
7173510e4c75bf027b38a3ff0267e1617de6f773449bf6f24695e8c06508630f	Concibieron dolor, y parieron iniquidad; Y las entradas de ellos meditan engaño.		Reina-Valera Antigua (RVA)
7181139d899bd2f3dc5b0877fc70b7e7705dc017ee7ac8230afb6afc75e1d275	En la lucha tenaz, de fecunda labor que enrojece del hombre la faz		spanish national anthems https://www.lyricsondemand.com/
718bda0adc800b0f4eb547794ddbe7d968755419f622491324440159f9807dc2	La rapiña de los impíos los destruirá; Por cuanto no quisieron hacer juicio.		Reina-Valera Antigua (RVA)
719933110847b76fdd3ffb4dbdf95f29a50f372a345dd69b7c71e14fa85d960e	Los cuales también les dijeron: Varones Galileos, ¿qué estáis mirando al cielo?		Reina-Valera Antigua (RVA)
71a4cd32acff157960339d34d6a3e849df7da639eddb0ce757989b46a30f2cbf	Aplicó sus manos al huso, Y sus manos tomaron la rueca.		Reina-Valera Antigua (RVA)
71ac0a69f1405f6468efc05956e9f21f36f9c7bd278d3df8e35805cadb0c2b0d	Y el carcelero hizo saber estas palabras á Pablo:		Reina-Valera Antigua (RVA)
71acc1d8e8db5cc2d2bc67eb269b6d8b754a5f34105ceb4c935c99efd4a68aca	Tom dice que está interesado en aprender lenguas poco comunes. 		Autocita
71b07d4e4a93580972b1ca909232d5e2611462a84934a3c2192e2685f0c317c7	Recursos para profesionales de la salud		cdc.gov
71b5a7a727f8f5d4840757988cb9d8e324b65d8d3d7f513bdc9a4f51bf6b51b8	Ovejas, y bueyes, todo ello; Y asimismo las bestias del campo,		Reina-Valera Antigua (RVA)
71c59486af614b0fbd4fb1911e5eb10430d6c89d5f136586295135814c6d9d56	cdc		cdc.gov
71d1e5a3b36be8d6350e850cc5f09fd4af2cca6e1c37d997b10193f3dc6404cd	el supremo Autor, un sublime aliento al pueblo infundió.		spanish national anthems https://www.lyricsondemand.com/
71e38cec51cccb66fe1a1416a59615eb2b7d3a2128f7299ba82d3663eb4a7ccf	Rio marrón, cielo azul.		Autocita
71e618ac5af36191c6be9aceced7a50e7cae1a30b946c15193b62ee51d4584ff	Perseverad en oración, velando en ella con hacimiento de gracias:		Reina-Valera Antigua (RVA)
71e83c0b300e924ece1f47dab30fded0d5bbf3e1b7c28e8b0e71506fefc67f63	El que cree en el Hijo de Dios, tiene el testimonio en sí mismo:		Reina-Valera Antigua (RVA)
71eff3edc4b475b769c715c83882ee3d0657acdb2f799e01a729e5c04003071d	Porque nuestra exhortación no fué de error, ni de inmundicia, ni por engaño;		Reina-Valera Antigua (RVA)
71f19eb6e2a114e5af1558adfe2e3888d1a4479424e21e197c5734328baf1688	Y todos los hermanos que están conmigo, á las iglesias de Galacia:		Reina-Valera Antigua (RVA)
71f584ecfe9ccf69ca13d100a5661423c07dc312d4a9405a887ab0b4fb0cadb5	¿salvar la vida, ó quitarla? Mas ellos callaban.		Reina-Valera Antigua (RVA)
71f741a338925b17ced0c329ca6cd5701f2ba8b8bec5676e3c2179b14b887b05	Tdap		cdc.gov
71facd6737db24abde73642df1bc116703b679ed4115e943bcc87c2bb2f84f93	Mejor amigo - persona cercana con la que tienes una amistad fuerte.		https://hf.co/datasets/nyuuzyou/chatgpt-in-russia-qa
720970616f973357e607ad48898abeecfaecc4c4ee8b87a685cdda7f25715744	Mejor es humillar el espíritu con los humildes, Que partir despojos con los soberbios.		Reina-Valera Antigua (RVA)
720baac19ae5a3151a93b999913ad679fa5b9b08e3d3dbb5b817cba8a7fb7b10	Una vez hablé, y no responderé: Aun dos veces, mas no tornaré á hablar.		Reina-Valera Antigua (RVA)
720d91e8ba0fc97749f8abdbea9fd8b3928b0da8011b844ce6fcf3812a11f577	No digan en su corazón: ¬Ea, alma nuestra! No digan: ¬Hémoslo devorado!		Reina-Valera Antigua (RVA)
721f88ff18b733c629f1298f1a904f4ec5dfcbdb4641674aa7bb3db65549033a	Como esto será el día en que el Hijo del hombre se manifestará.		Reina-Valera Antigua (RVA)
7225c0868510070b833e12ea8c4d48fdbc2d083c0e40fcd0d89d5bfafb59a256	¿Cuál de los dos hizo la voluntad de su padre?		Reina-Valera Antigua (RVA)
722a82554a03fb58442cf7ee46d3943923ea1a89928d06a2770d5b98c100bf63	Y tendrás más oro que tierra, Y como piedras de arroyos oro de Ophir;		Reina-Valera Antigua (RVA)
722c6589d82942e010b72c3e8ed4211d97c72e1ed910901b1ecca2079bc2a169	Gracia y paz tengáis de Dios nuestro Padre, y del Señor Jesucristo.		Reina-Valera Antigua (RVA)
72333d8eb2189b7e4c5eafde03b04eba9ed07875341c2375d69e1ebc048c0fc3	No desmaya en su innata bravura, en cada hombre hay un héroe inmortal		spanish national anthems https://www.lyricsondemand.com/
724b104eea6aad1cf7014188afd543efc7f86416075415e7ee25e1cf011a257a	El que a buen árbol se arrima buena sombra le acobija.		Refrán popular
724bc0ef9e90a4b7f5e117c206baea7ee62d0d8940e764b90d5eabccf2f14dfc	Y después de la transmigración de Babilonia, Jechônías engendró á Salathiel:		Reina-Valera Antigua (RVA)
725125ea97569a433ba57181746e092b7e735c0dfb193da47e0b1e4dc7a57b3c	Atavíate ahora de majestad y de alteza: Y vístete de honra y de hermosura.		Reina-Valera Antigua (RVA)
72711ecefa518cb6434bc97dc409f0a3f4cb5336f023c21e3530484bfa914922	¿No es también Dios de los Gentiles?		Reina-Valera Antigua (RVA)
72726f6c18f65621a107ec42f7ed1495f086ddfbeb7b27e281f9e35a03f601d1	El entonces, echando su capa, se levantó, y vino á Jesús.		Reina-Valera Antigua (RVA)
727d7230b6c85442d23b342082c7b442d61a6443fe5d4c8d8e3384dccf082b43	y no escaparán.		Reina-Valera Antigua (RVA)
72a3987a60ab9305f4069f34a5394545e4c7b20bef82ef333f0de0bc2af8cca2	Hay de todo en la vina del Senor.		proverbs https://foxhugh.com/spanish/104-spanish-proverbs-and-sayings/
72a8d93347847669de097de203b409b63b49adff2a76e919800214d3e93417b1	¿es por eso Cristo ministro de pecado? En ninguna manera.		Reina-Valera Antigua (RVA)
72ac1c7159bc8dcd2387c53c09443371819e0a756015c5fb860e9c56f58f4431	Porque tu boca declaró tu iniquidad, Pues has escogido el hablar de los astutos.		Reina-Valera Antigua (RVA)
72ac9360c7e8ebe27096168c1282b7a7e5afe96b390a8462a3099632347f6ee3	Adoptar un perro o gato abandonado es un gran aporte social y ambiental	nature_environment	autocita
72cb8234e551b094b1dece4a4b3add925b4fba622730e2b778dd2233f8b5698e	Y levantándose los mancebos, le tomaron, y sacándolo, sepultáronlo.		Reina-Valera Antigua (RVA)
72cf302ce9ebf168b1eb2ddeadea4a567b068757023b9acfd600ff0004d1ff7d	¿Bajo el nuevo gobierno cómo se organizó el judicial nacional?		https://www.archives.gov/espanol/founding-docs/constitucion-faq
72d308d7547864c060f43341c8120364d09b1897d8f61c9a240b0f12791bd102	¿Quién ató las aguas en un paño?		Reina-Valera Antigua (RVA)
72d934bd21cdaa27fba8f8d28ad2dee481a951e87f43cb1d5140d9ed1083ea7d	comer cuando no siente hambre y saltarse		cdc.gov
72d9628e9bba0ebbbae8684269568ecb7ffd24d10a0d22d085fe29cc1532caf3	Control de mosquitos		cdc.gov
72de9259bb525a247ff2233874d33da68cd3a32b0ee9051886bd3cb31fb32cb4	Cabo, comenza a fer l'informe.		Autocita
72e0028c7142e2875c067e1df8953d2fd7141299ddbaa4ba5ee1ec462e78df1e	Mas Jesús, habiendo otra vez exclamado con grande voz, dió el espíritu.		Reina-Valera Antigua (RVA)
72ea7b59525a51de5bbe9c230acc36a1639816a4462b6868e90748cb0a283283	Este pueblo de labios me honra; Mas su corazón lejos está de mí.		Reina-Valera Antigua (RVA)
72eb86efbe55df974e1ab8578585f101efcb892c3fd37a607a6790ea603919c7	Con el tiempo y la paciencia se adquiere la ciencia.		proverbs https://foxhugh.com/spanish/104-spanish-proverbs-and-sayings/
72edd664b2cb66dad55c13f251da048a774df810cafc45b7f573d3f88f42a714	Y dije: ¿Qué haré, Señor?		Reina-Valera Antigua (RVA)
72f09a3dd834043540b106a6fdc7599d51b032950730da1169729a43388d0d24	Inglés - idioma hablado en gran parte del mundo como lengua franca.		https://hf.co/datasets/nyuuzyou/chatgpt-in-russia-qa
72f16d527649b3d1cf6e9316accdb123421148d104844fe14192926f359ac3a0	Folletos y carteles		cdc.gov
72f7ddeded36231c5285ab0ecd495ffcd6433f3232a0e6c07abf70463f986cdd	La cocina es una forma de expresar amor.		Self Citation
73084fd3e8bfa0706b3cebe51403f35a301fb29ec8b2e89391905a49429467cf	¿Su hermosura, no se pierde con ellos mismos? Mueren, y sin sabiduría.		Reina-Valera Antigua (RVA)
730b3af449e064ae76cfef7026bac4695a26af4e0cce87d1dbf9263ad1c05236	Son mi momento de desconexión y de conexión con lo que realmente importa.		https://hf.co/datasets/nyuuzyou/chatgpt-in-russia-qa
731019a09c7789d1d91139993dc8b381258117062a0f8421c7fa70216d28b387	Así descendió Jacob á Egipto, donde murió él y nuestros padres;		Reina-Valera Antigua (RVA)
7310e4b5ac4d46abf96d775e3f0938a1fc9d699fd29507b42da296c8fa480874	Y le rogaba mucho que no le enviase fuera de aquella provincia.		Reina-Valera Antigua (RVA)
73134451e85d0e068d93c1085fddc446ae65936fd4b7c995c515722bb60d33e7	Y si abrazareis á vuestros hermanos solamente, ¿qué hacéis de más?		Reina-Valera Antigua (RVA)
731f6231aa9db32f9914f6a7460d765818d729e7e04e30c416e490de7e7fcbe2	El que exhorta, en exhortar; el que reparte, hágalo en simplicidad;		Reina-Valera Antigua (RVA)
733537c07d35c2a83d7c0578467a0b9883fac011aa0bb25a799a3e7c95409e3e	Y oyéndole todo el pueblo, dijo á sus discípulos:		Reina-Valera Antigua (RVA)
733b5905bb672a97d51706e8182d4fcf0f97bc3d0d81fd13de30cf66349bbded	Tu estas conmigo.		original work
733da89bcde9ea73902722374efbe03f78a67189b61ec1d7b9767df222f4df09	Mas acerca de Israel dice:		Reina-Valera Antigua (RVA)
733f16beb6da6010d16248db42bcfd7e52c7bf0e8172accbaca6e1e8c9ecbdea	Hierva el agua, Hervirla será suficiente para eliminar bacterias patógenas, virus y protozoos.		epa.gov
734781de5ac3045a7f8b57e0265cde8709a44c0175c13d81ecccca62c7456edc	Examinadlo todo; retened lo bueno.		Reina-Valera Antigua (RVA)
7353bc5ef6c7d00b03853dbda3126d053b7f8b08636f28f8ac290a5a35a11658	Acerca de la influenza		cdc.gov
735c62acb5abc48ae5dc71e41788818897dff6c7daf9654aae41a729a8744613	Así crecía poderosamente la palabra del Señor, y prevalecía.		Reina-Valera Antigua (RVA)
736da5be84c6f07caade8eab334f79d441ce95d579e5e465e56e9092c3cf40b7	Oid atentamente mi palabra, Y sea esto vuestros consuelos.		Reina-Valera Antigua (RVA)
737110ef3ef5a31482d02c36bf9d33d451a4acb8ef774cedf534cb361ab5749d	El sol brilla para todos.		proverbs https://foxhugh.com/spanish/104-spanish-proverbs-and-sayings/
73739764bb6509b3738ca98845223f63eeabac31aca55b094ba10e1c0481f1a5	No dirás falso testimonio:		Reina-Valera Antigua (RVA)
737e9dbd6417aa9052cd99446961fb74f4320dd84bf2a8ea828c092dc36f426f	Y tú salvarás al pueblo humilde, Y humillarás los ojos altivos.		Reina-Valera Antigua (RVA)
73828690f59cb63c5686ed2331046328f933c7f8738cca3201a890b2de6b62d9	la gloriosa venida de nuestro Salvador Jesucristo.		order of mass
73882727bf4a5b96c739a1c47e24c31c909d6bcdc4a51c7d9653f88c42759d8c	¿Quién es digno de abrir el libro, y de desatar sus sellos?		Reina-Valera Antigua (RVA)
739014b9f1855f2017bdea5e4309103b9d4918e258441de46bf8a273d2dbae88	Padre nuestro, que estás en el cielo,		order of mass
7394ad1568947d35d603096d61d560b46ee0a3fcfde01fb0704a3d8d1ab64202	Familia latina, padres, hijos, abuelos y nietos sentados sonriendo.		cdc.gov
73a0a897451db6878990d7bf6edc1af0abfdc1af588368cfb8aad166bd73dfce	por el bienestar de algún ser querido o por tu seguridad		cdc.gov
73a255f3782cfff5464773ab23e647ff45e176f73262e4ab9d95a757bb7617e1	¿qué será el recibimiento de ellos, sino vida de los muertos?		Reina-Valera Antigua (RVA)
73a46aabc13de32c5d2a15b35232ff29ffe90553956d00fe5ebff87aaf9940a9	Y para estas cosas ¿quién es suficiente?		Reina-Valera Antigua (RVA)
73a6e795c829dea172c48e437a8a8a754536d3bda5b34f02a03e5fe7fafb80b2	Recursos de comunicación		cdc.gov
73a97ecf1aba359e3f0f0575a7507ed30bf86304b2a10fcf21d8c18d05ab2bfa	Partieron entre sí mis vestidos, Y sobre mi ropa echaron suertes.		Reina-Valera Antigua (RVA)
73b4a2cb870d69dd912d1468fbb7552926b2a17d2f46a0ef1691ad6545c6aafa	Entonces el pontífice rasgó sus vestidos, diciendo: Blasfemado ha:		Reina-Valera Antigua (RVA)
73b706db64c4b7ee06f427c0c5d6030ada7e9d13a3b627a41507072a987828bd	Y ninguno dice: ¿Dónde está Dios mi Hacedor, Que da canciones en la noche,		Reina-Valera Antigua (RVA)
73baa3ea26d79f7dd1b1dfb85941aeaf72d9e6c58fb0ad62fe51f51b7db3292b	¿Tienen sus ejércitos número? ¿Y sobre quién no está su luz?		Reina-Valera Antigua (RVA)
