sentence_id	sentence	locale	reason
17aa8690fcb09fb9a0cfa86245f11a4021506621b33244e7fd7e1c949c8b3422	Quitando los asientos, puede llevar hasta de carga en el interior.	es	Quitando los asientos, puede llevar carga en el interior.
17c2761a3da991343e9c6364d8d1c1b7ab335e15d1c0e7344be99146952705b2	Obtuvo la medalla de plata en los en persecución por equipos.	es	Obtuvo la medalla de plata en persecución por equipos.
17d7adc45adda0c5bf96b94d0d2aa0d166ff88bebcad369660e7e2b4bc25a518	I Festival de Cine Migrante de Bogotá.	es	grammar-or-spelling
17daf3fb747b0ed696733fe6d99c68b5cf06ebfd3d278178a951699006216393	Pertenece a la International Society for Science and Religion.	es	different-language
17bbca4c50103e25f8d99e0cf6a8451170394e72e288a356f1b563f5b97fd23f	Sanchez, Ramon Sobrino.	es	grammar-or-spelling
17f04beed887893df3b514f92784a3c80722234bbeb475856d66bfb9a3fd550e	Sus restos fueron depositados en el cementerio, Woodlawn Garden of Memories, en Houston, Texas.	es	different-language
17e3db0ee87bd2ac0da5ab1bcafad71284dd5e8ba2af7a0f22da8acf52f2bb58	Thanks so much!	es	different-language
17bbca4c50103e25f8d99e0cf6a8451170394e72e288a356f1b563f5b97fd23f	Sanchez, Ramon Sobrino.	es	grammar-or-spelling
17ccc4ce4f33e0595f4e0719b1bf29840ca274a869dca5e9c2b04684056c88c7	Otras localidades importantes son Exmouth, Denham, Gascoyne Junction y Coral Bay.	es	different-language
17f0cbb2f0a75eb484ec029172ba1ff15bce197d0e02d2b4279ffdba6e04d346	Especificar en la historia de el cantante Luan Santana comenzó es difícil.	es	grammar-or-spelling
17f0cbb2f0a75eb484ec029172ba1ff15bce197d0e02d2b4279ffdba6e04d346	Especificar en la historia de el cantante Luan Santana comenzó es difícil.	es	grammar-or-spelling
17ea6fe509a3620f7ee995e750faa8ea9a78e3a3c2c0243e1bb29c4b24e0a9e5	En fue nombrado procónsul de la provincia senatorial de África Proconsular.	es	grammar-or-spelling
17e06d1ec5b32503a3cafdaa029c750243d70aa390a9dc400607de5a8bc75a52	Del a Alto Comisionado en Londres.	es	grammar-or-spelling
17f0cbb2f0a75eb484ec029172ba1ff15bce197d0e02d2b4279ffdba6e04d346	Especificar en la historia de el cantante Luan Santana comenzó es difícil.	es	grammar-or-spelling
179ff1503fa4207054d708cac5f742bd3a3207dfb1036ce2ae65624845721a4c	Hoy es un importante centro pesquero y se está desarrollando como destino turístico.	es	different-language
179ff1503fa4207054d708cac5f742bd3a3207dfb1036ce2ae65624845721a4c	Hoy es un importante centro pesquero y se está desarrollando como destino turístico.	es	difficult-pronounce
17f3a460b258336f63b4a66f26dd6b9c923f2e053ddd5e33f1f5d242385a2068	El idioma okinawense usa una mezcla entre kanji y hiragana.	es	grammar-or-spelling
17f3a460b258336f63b4a66f26dd6b9c923f2e053ddd5e33f1f5d242385a2068	El idioma okinawense usa una mezcla entre kanji y hiragana.	es	kanji e hiragana.
17ebd34ebed1ac9211dd794dda8fed6c81c052bc761e6200d226eb1035aa6d6d	La carretera inicia en el sur desde la hacia el norte en la Victor.	es	grammar-or-spelling
17f3a460b258336f63b4a66f26dd6b9c923f2e053ddd5e33f1f5d242385a2068	El idioma okinawense usa una mezcla entre kanji y hiragana.	es	grammar-or-spelling
17f3a460b258336f63b4a66f26dd6b9c923f2e053ddd5e33f1f5d242385a2068	El idioma okinawense usa una mezcla entre kanji y hiragana.	es	se dice y escribe kanji e hiragana.
17b412487ed6214f77c23bc0d272a1d9d65247be9df0e6baf512084ee246c597	Esto obligó a Didio a abandonar la persecución y salvo a la flota pompeyana.	es	grammar-or-spelling
17f697cfa84df1a27cdf8c442b3b1d15e2262f3aa669eb04a5f965099b2eb191	Hija unica del matrimonio entre Francisco Prats Ramírez y Consuelo Martínez.	es	grammar-or-spelling
18007a37844e54edd35f7b8b8a540b1a0ed9384480383035ea63fcaf357fa75b	El diseñó de Focke Wulf no resultó ser mejor.	es	grammar-or-spelling
17e3db0ee87bd2ac0da5ab1bcafad71284dd5e8ba2af7a0f22da8acf52f2bb58	Thanks so much!	es	different-language
17e06d1ec5b32503a3cafdaa029c750243d70aa390a9dc400607de5a8bc75a52	Del a Alto Comisionado en Londres.	es	grammar-or-spelling
17b61c9b8b87fbc3e55bc2cee9ee886c2e2320f1adbe82b9eb34b38e324d903b	Pleasant en "The Cat and the Canary".	es	different-language
17ec95746d1992c8bde36aadea30e3620f6fb7b392fa27ebda5b1f280cb2457a	Sus cenizas descansan en la iglesia de St.	es	grammar-or-spelling
182727060cddb73517c7603c063565d463264afe31c5aecde8b546854ee91426	Es eje principal para China Southern Airlines.	es	different-language
18268ca462c38b267c450a3ac8ede1b01086e80232faa0f79a9c9f091673495e	El la localidad existe un centro de atención primaria en salud.	es	grammar-or-spelling
18176dc6fa0343a5c143c198e7748b3704c5ec61b4f57c30b16d7c7952ad3904	La Neuville-Housset	es	different-language
1829d387d9ee62d26ead132f267c822ed110435b72b2196f49c159473473089f	Estaba conformado por "Louis Berger International Inc.	es	difficult-pronounce
1835e30723e35ee099eecb8f09f90b9cf57dd8e59bd4eaa6ab8636000ffe2098	Otras escenas fueron rodadas en St.	es	difficult-pronounce
17b61c9b8b87fbc3e55bc2cee9ee886c2e2320f1adbe82b9eb34b38e324d903b	Pleasant en "The Cat and the Canary".	es	different-language
1829a01aa629b1452b18a9801169c252b6343d442e08dda68758f0b445ebffe6	Aun con el trauma del incidente, Hamilton estaba determinada a volver a surfear.	es	grammar-or-spelling
17fb11b564476eeed0380980d27ad41fda9109c111f03b1d99be98b0e8c247e5	La vocal q sonidos "como el "ir" de 'chica' inglesa".	es	Sin sentido
1829a01aa629b1452b18a9801169c252b6343d442e08dda68758f0b445ebffe6	Aun con el trauma del incidente, Hamilton estaba determinada a volver a surfear.	es	grammar-or-spelling
17e06d1ec5b32503a3cafdaa029c750243d70aa390a9dc400607de5a8bc75a52	Del a Alto Comisionado en Londres.	es	Sin sentido
17ff47cfb5de465a2b32df5ec50a6b39456cd9730ad70a61a84ee9afbc8c6ee0	Allí son alcanzado por sus perseguidores.	es	grammar-or-spelling
185d3c16ac2ee171ae4f9f2c3b7c8d4f91caf858957f3e9189085e4b388a7287	A principios dels.	es	grammar-or-spelling
18667c4d7c7c7565c78d7abd5093b3d688d1accc02799bba65b2c24aa704fff4	Antes de salir para ir audición para el contrato discográfico, Courtney aparece.	es	grammar-or-spelling
185d8303825f73b900a2c7fb6096c578dc373e48778dfe2f2e8fd5822f0951a9	Evidence based medicine: what it is and what it isn't.	es	different-language
186a4923c159fd4826f8aa33f150855387fcf93dec0eace7261a5396a5a9534f	Estudió en el Drama With A Difference.	es	different-language
185513d0f54d8a337ca993ad56eef6c8d0bbccc4f4d559d8d2d205733ae5a1ed	Periodista y columnista de los Diarios Noticias y Ultima Hora de Paraguay.	es	grammar-or-spelling
1863ee06cdb3dfee0b40dfb8d45034ca6731e9c94281c116e7893322adb24395	El siguiente diagrama muestra a las localidades en un radio de de Shannon.	es	grammar-or-spelling
18ba0cc27590642ac2aae223e07e7e1ec23d16c4dc99b45f24401eca236e92a9	Los ascendientes de Brown era afroamericanos, chickasaw y choctaw.	es	grammar-or-spelling
185ad37d14da42fb98112f3558386823547440f439db239352250ef280caf59a	Madrid Days", un film de suspenso.	es	grammar-or-spelling
18b0ce8c5059c800d0bc5379ff27357c0faa00df0034a60f113c543e1f78adec	Con Guatemala, por lo que tampoco pudo clasificar a esta selección, al mundial.	es	grammar-or-spelling
188cc917418eb65be7b839bb9dc217863f76ba62f44b6b9f8f939158c4b6bb30	Es un digimon experimental creado por Yggdrasil.	es	difficult-pronounce
18a03f939d562c4a26f596df3aca6ce72f9690207940786d659ef4851703a1e8	Allerton Press, Inc.	es	different-language
187fa190235db15dab1a75b165c622928aef49e2c55ec9596938a5460237a2e2	Wentz escribió un libro titulado "The Boy With the Thorn In His Side".	es	different-language
186c54c2863da7def6d83229ccaa29e4784487608ad3f08fc1222a881d59e687	De Sn.	es	difficult-pronounce
18b0d7b6889330979be59273f8c5f0f2ea321e4d9670bbffedc3f96536b7d9a0	D. en Biología por Stanford University.	es	grammar-or-spelling
18d6493e87e9f42312b2732521131e627214ca8dcaf27c62f44896acc8ae67c1	The X Factor	es	different-language
18d9205274d1ee9a678e60c2e193de32dfa543d07934fc6d66f6962fdda5830c	Volvió a St.	es	grammar-or-spelling
183fac3bff84e870d75c6a1e48953bec9d39c1161e9521c1f1cced408735c362	Dijo que el contrato y liberado en la casa hacia fuera.	es	grammar-or-spelling
18d6b6eee6ff26ed29a3c5ad9b6349e15950d335f4f8842c67dd3965df0a014f	Sus otras facultades normativas son limitados.	es	grammar-or-spelling
18b76eac47cc3dee381e460a816e3cca7292fd3867a8bf612378dc7d0010ef72	Al siguiente día, The Miz derrotó a The Big Show por Count Out.	es	different-language
18ba0cc27590642ac2aae223e07e7e1ec23d16c4dc99b45f24401eca236e92a9	Los ascendientes de Brown era afroamericanos, chickasaw y choctaw.	es	grammar-or-spelling
18ba0cc27590642ac2aae223e07e7e1ec23d16c4dc99b45f24401eca236e92a9	Los ascendientes de Brown era afroamericanos, chickasaw y choctaw.	es	difficult-pronounce
18d6b6eee6ff26ed29a3c5ad9b6349e15950d335f4f8842c67dd3965df0a014f	Sus otras facultades normativas son limitados.	es	grammar-or-spelling
18d6b6eee6ff26ed29a3c5ad9b6349e15950d335f4f8842c67dd3965df0a014f	Sus otras facultades normativas son limitados.	es	confusion de género en la frase
18b0d7b6889330979be59273f8c5f0f2ea321e4d9670bbffedc3f96536b7d9a0	D. en Biología por Stanford University.	es	grammar-or-spelling
18b0d7b6889330979be59273f8c5f0f2ea321e4d9670bbffedc3f96536b7d9a0	D. en Biología por Stanford University.	es	D. no es Dr., don no es doctor.
185ad37d14da42fb98112f3558386823547440f439db239352250ef280caf59a	Madrid Days", un film de suspenso.	es	grammar-or-spelling
185ad37d14da42fb98112f3558386823547440f439db239352250ef280caf59a	Madrid Days", un film de suspenso.	es	La palabra correcta es suspense y no suspenso.
18b9bb61bac9e48b1228b1c0914d9d61a4043370f20b295f89d5c02b38a08464	How Do You Feel Now?	es	different-language
18b9bb61bac9e48b1228b1c0914d9d61a4043370f20b295f89d5c02b38a08464	How Do You Feel Now?	es	different-language
18bbbd7a2f800782f338da6afb0503170481d7b78c9e298f69e032455e72a650	En esta provincia se halla las fuentes del río Éufrates.	es	grammar-or-spelling
18bbbd7a2f800782f338da6afb0503170481d7b78c9e298f69e032455e72a650	En esta provincia se halla las fuentes del río Éufrates.	es	se hallan, y no se halla.
18e4e367de316eabf7eecc0e6b846445cf9beee6950ee40d2ead07ed36b6aa66	Cochabamba y Santa Cruz de la Sierra apoyaron como subsedes para cierto eventos deportivos.	es	grammar-or-spelling
18e4e367de316eabf7eecc0e6b846445cf9beee6950ee40d2ead07ed36b6aa66	Cochabamba y Santa Cruz de la Sierra apoyaron como subsedes para cierto eventos deportivos.	es	cierto debe estar en plural ciertos
18c0d1c38775cb97faa26593edffdd11ed2329aa9c91f1d4f7a365e5576ce61e	Bunsen la vida como hombre público era ahora prácticamente al final.	es	grammar-or-spelling
18c0d1c38775cb97faa26593edffdd11ed2329aa9c91f1d4f7a365e5576ce61e	Bunsen la vida como hombre público era ahora prácticamente al final.	es	frase sin sentido
18c076cda7815ebaf1179b428d30697971607e6864aba10caaf649baef4cb633	El conde de St.	es	incompleto
185d8303825f73b900a2c7fb6096c578dc373e48778dfe2f2e8fd5822f0951a9	Evidence based medicine: what it is and what it isn't.	es	different-language
18b0926c3d395bf5aa6ee76c95e851f92c0a105c6064ad7f0a82022796cb2fa0	Cara blanca, parche auricular y faja malar, negros.	es	grammar-or-spelling
18b0926c3d395bf5aa6ee76c95e851f92c0a105c6064ad7f0a82022796cb2fa0	Cara blanca, parche auricular y faja malar, negros.	es	different-language
18b0926c3d395bf5aa6ee76c95e851f92c0a105c6064ad7f0a82022796cb2fa0	Cara blanca, parche auricular y faja malar, negros.	es	difficult-pronounce
18b0926c3d395bf5aa6ee76c95e851f92c0a105c6064ad7f0a82022796cb2fa0	Cara blanca, parche auricular y faja malar, negros.	es	offensive-language
18b0926c3d395bf5aa6ee76c95e851f92c0a105c6064ad7f0a82022796cb2fa0	Cara blanca, parche auricular y faja malar, negros.	es	no es mi voz alguien ya uso esto

18b9bb61bac9e48b1228b1c0914d9d61a4043370f20b295f89d5c02b38a08464	How Do You Feel Now?	es	different-language
18d6493e87e9f42312b2732521131e627214ca8dcaf27c62f44896acc8ae67c1	The X Factor	es	different-language
194856c1d59be4cb7bdacea9a3375b13fe7bebb1cfb0be66ebd16800e400e36a	Recetas más modernas añaden otros ingredientes al plata, como salmón ahumado y verduras.	es	grammar-or-spelling
19618ab2e464de89b0bd7f505cc14aba37856eb16498e23f845ab1fb9b4d2655	Kathryn Vale es una es una estrella de cine con un oscuro pasado.	es	grammar-or-spelling
195e5aa58a95db8efb61c40c453b61837b271a82f9790b6f9c4060cc066875fd	La iglesia actual fue construida y ampliado en la misma parcela.	es	grammar-or-spelling
193bdb3b2c320436c1c449498ccba0b040d43aeaebc7db67b3976b061b96013c	La noticia salta a todas las portadas y sentencia de muerte al Rock-Ola.	es	grammar-or-spelling
192db44848851dd7fa5483fb1362a43ba93ebeaf22a1957ba97fa0df6bc483a8	Relacionado con Rosaceae y con Saxifragaceae.	es	difficult-pronounce
19315ccd2818145c5b87e37be36e8a05bad57ff5815a63293826bf22001abac6	El video musical para "Mr.	es	grammar-or-spelling
19609c981582657904391b99e23c21d7a6eda15f5ab1498eeb3308b1e76636a2	Re de Publ.	es	grammar-or-spelling
195e5aa58a95db8efb61c40c453b61837b271a82f9790b6f9c4060cc066875fd	La iglesia actual fue construida y ampliado en la misma parcela.	es	grammar-or-spelling
1960401c09842c3331ee56d0be6c945ab9f863c83580f091f16ae3861fa63d52	Mientras en India, llevó a numerosos experimentos botánicos y observaciones en nombre de Darwin.	es	grammar-or-spelling
194b7b49e2428a1066a1d68b2548e07854a2a5be44355ec235396ee6008f6ffb	Hay varias formas de determinar este porcentaje dependiendo con que sea comparado.	es	grammar-or-spelling
186c54c2863da7def6d83229ccaa29e4784487608ad3f08fc1222a881d59e687	De Sn.	es	different-language
185d8303825f73b900a2c7fb6096c578dc373e48778dfe2f2e8fd5822f0951a9	Evidence based medicine: what it is and what it isn't.	es	different-language
19772fba3e734f23b329377f6550672b0bab67ee42a7cdda271faa741a31fae8	La aguja es a menudo ligeramente coronar de rayos con chocolate.	es	grammar-or-spelling
19690c1492b54a60cb74171aa797579daf21ad7bcff71c4164ce0e460d53834a	Nació en la Parroquia de St.	es	grammar-or-spelling
1962a90923c47715cc670f83db589c7102599996d4d8a8eba0b222cfbb1f2ff4	Se conocieron siendo estudiantes en la escuela de arte St.	es	grammar-or-spelling
193de675c40d3d554410cbb9065251d30f499c55cbf3a28aa717032a9fd4fa33	Por ella circulan principalmente trenes regionales que unen Châtellerault o Poitiers con Angoulême.	es	difficult-pronounce
190eeb86fa1da0887d65d0695772a0f3e41961cac49bbf77ccdac26c299822ce	La primera elección de Rowling era Terry Gilliam, pero Warner Bros.	es	frase cortada en punto prematuramente
19690c1492b54a60cb74171aa797579daf21ad7bcff71c4164ce0e460d53834a	Nació en la Parroquia de St.	es	frase cortada en punto prematuramente
1983f67d4ed611eee39c887519960a68cf3133d51038f10cc9897faa479d13ca	Camino al cadalso y con la multitud limeña convulsionada, el Virrey los hizo matar.	es	grammar-or-spelling
186c54c2863da7def6d83229ccaa29e4784487608ad3f08fc1222a881d59e687	De Sn.	es	grammar-or-spelling
186c54c2863da7def6d83229ccaa29e4784487608ad3f08fc1222a881d59e687	De Sn.	es	difficult-pronounce
19be5776a86e3486749af7a7f3b928b6f9fe708dee7277dae81dd3235e8d9ed6	La estación de Metro Cementerios se encuentra ubicada frente a la entrada de Av.	es	Oración incompleta.
19cfc0f7d236fbe7c11c8bc6dabe54fdb383509f2de4faa7a6f27b1c25fb7b8b	Estos sistemas estas compuestos por dos tipos, analógicos y digitales.	es	grammar-or-spelling
19e3c6cb1d1e0c50650de458f8e96c35b8e5baf69d0abc15d3d8d25d7313ea5e	A partir de entonces, se le conoció como ciudad de Veracruz o simplemente, Veracruz.	es	grammar-or-spelling
19d793992551148e5bd80fa9c1c65711149be50b4a604a62de6d0c7d451f9944	El derecho civil tiene naturaleza privada.	es	Error en el sentido de la frase
1a079ac9742bcf683b4e39d973a76f2a42c729ddc4a7ee5f76564f2630ba5291	La inteligencia polaca produjo algunas visados falsos.	es	grammar-or-spelling
19ef2ac039eb5a30bc1332f683a61759e6604567083fdb213853ac33c5bbc8f5	Ese mismo ano participó en la campaña en contra del desafuero del Lic.	es	grammar-or-spelling
1a087af6f90d22e17ec5df1614b2017e5ac157895b3caecc285f480cfa74612f	Conozco mis talentos y mis limitaciones.	es	different-language
1a4b0afbe8e63da5485ac9975170923706fa32bc9cd683c13f8e78d578ef91a1	Estos recorren las calles del pueblo los barrios dando saltos y gritos y volteretas.	es	grammar-or-spelling
1a8e265b656105d7e045fe89e364c42e4567b5e2edb0e9371d5f6c368328d5fa	Víctor Paz Estenssoro fue elegido presidente.	es	difficult-pronounce
1a949fdab3f7d701d99260a79c12a7cc6a1267cf1aae97ed1045267c2726a304	Al final se transfirió al Old Vic Theatre de Londres.	es	difficult-pronounce
1a7f5b82a0643649fb40cda131ed6522858219502db6cc6b8e7e96fa6432655c	Durante siglos, se ha castrado físicamente a los cerdos para evitar el olor sexual.	es	difficult-pronounce
1a7f5b82a0643649fb40cda131ed6522858219502db6cc6b8e7e96fa6432655c	Durante siglos, se ha castrado físicamente a los cerdos para evitar el olor sexual.	es	offensive-language
1ab867188e703fb284e1ff8ceebae5584bacd0b4cab49f4ade91dedd8320d0a9	Ella trabajó como maestra de escuela primaria en el condado de Grand Cape Mount.	es	A pesar que subí bastante el tono de voz me decía que no era suficientemente alto. 
1ab3f81d2d8cbfa84b0cc7b5b0c4bf62a20dcaeeaa427ccf7841f4b10f514321	Se le considera uno de los antecedentes del traje espacial.	es	reporta "la grabación fue muy silenciosa" a pesar de decirla con un volúmen alto de voz
1abab69292aec4c71047debac6560213aab8864e83bb7301846db4d458e3961f	Pero nunca, antes.	es	grammar-or-spelling
1b5b7aeee71a2446b016528a5a4dd48805d62ae24575e1f70a9cf2326487a066	La orquesta quedó impresionada y aplaudido a Abravanel.	es	grammar-or-spelling
1b6fe776876ebf6776d5b7a7064c814360f6988e336301acdde31a72e8a5ba00	El Quijote" y "Te voy a contar... la Ilíada".	es	grammar-or-spelling
1b5b3440fad80b852d48878be86ebb00d753a72d006a8f8fbb536b998d1d9366	Realizó presentaciones en Berlín, Ludwigsburg, Praga, Salzburgo y Zúrich.	es	difficult-pronounce
1b5b7aeee71a2446b016528a5a4dd48805d62ae24575e1f70a9cf2326487a066	La orquesta quedó impresionada y aplaudido a Abravanel.	es	grammar-or-spelling
1ba28c3ef134af7bf9853e308dc9a820465f53f9af5b0e23f1bd2ebf9a845e6b	Fue producida por María Isabel Frías fue su productora ejecutiva.	es	grammar-or-spelling
1bb890cfe8cc1152f9724c35bb5995744b514ed273af4bf6fd0f795e5d439045	El recibió críticas positivas de sus fans y estuvo muy agradecido.	es	grammar-or-spelling
1ba708a793634bf2d6f3ea20c6ed1cdf2fc6feb031b6f0c0f46d20031253177a	Usualmente luego de la presentación, el concurso hace una pausa comercial.	es	Error de puntuación
1bca3e23f3f4963fb93547d9e150692bee7d36b1fd1cd14701f31e3e582e4186	El rojo hace alusión a la sangre derramada por estos.	es	grammar-or-spelling
1bb78b9be05b0f677b2ab3599eb03eedd6c6ca41c09e7fe0d8fda587d96db194	Tiene planta baja y tres sobre esta.	es	grammar-or-spelling
1bb49fc33ac9c86d4edebbad8b8916bae2fa281c5e08bdb70d45a2512cd424f6	Durante la República escribió en "Leviatán".	es	grammar-or-spelling
1bb837f20e55e1d7bf6fafaa4fec65e57f525cffe66a05a71d5ec88f761cb708	Algo normal me parece a mi".	es	grammar-or-spelling
1bdaafbc9f63597b460b4f6f597005bdc171c9eb55c78a7cde687d76831528ad	De las Jefaturas de Agrupaciones le dependen las Jefaturas de Escuadrones.	es	grammar-or-spelling
1bb6d76d8d6a22e0780f351b9f8d8342dd36481b3dcf365872acf03a2d0e5ea1	El siguiente diagrama muestra a las localidades en un radio de de Newton.	es	grammar-or-spelling
1bafba228ee1bd0e6459fed5292fa941fc1aadc9e6b63e13db4a6775ec16e05e	Es el hijo de mítico Bobby Knight.	es	grammar-or-spelling
1c10bac175c901b06530f9e20f76487f9459c04b75b68a54bbcf2d2c7eaa4693	Actualmente es jugador del Palma Air Europa.	es	dice siempre que la grabacion fue muy silenciosa
1bc0601b06d0d7ffe922095636fc2652d36d8020dbac6d96d5102f00e159e170	Otra costumbre es cantar coplas una forma de saludo a las personas mayores.	es	grammar-or-spelling
1c134455fa798cb6ebc564ef30044bb06bec8692bdc74cc33ef7a4179030fe1b	La Chapelle-des-Pots	es	different-language
1c17c08cf14d57972b17b2cd13f95737647160e4aa51658938734692ebf64d69	Él la corteja danzando la popular “Contradanza.	es	grammar-or-spelling
1c17c08cf14d57972b17b2cd13f95737647160e4aa51658938734692ebf64d69	Él la corteja danzando la popular “Contradanza.	es	difficult-pronounce
1c419ad6b3280fe12733a4610ae06f92e08ead4d7273448b2e9eda832d36ee95	Luego, las aguas volvieron a su nivel normal y regresó la calma.	es	grammar-or-spelling
1c419ad6b3280fe12733a4610ae06f92e08ead4d7273448b2e9eda832d36ee95	Luego, las aguas volvieron a su nivel normal y regresó la calma.	es	different-language
1c419ad6b3280fe12733a4610ae06f92e08ead4d7273448b2e9eda832d36ee95	Luego, las aguas volvieron a su nivel normal y regresó la calma.	es	yo no tengo microfono
1c461e1255f04ce61730e93eb1518fe14fe61702f4d09a855f6a54df1ea6e9ea	Se confirmó que la posibilidad de hacer la actividad de pesca y contraer matrimonio.	es	grammar-or-spelling
1c3246e20192d6489755091f4afd32346cc9c32a0504e7ab2f1b3a2585311a10	Como ya se ha mencionado, este servicio solo pasa un tren a la semana.	es	grammar-or-spelling
1c245bd4fda2b550c9e3f77b6d59934c12756417c322ff8dc9759082ea83ea4a	I've always said that.	es	different-language
1cd2d61c81f4dd8d371a16f98c2cf46c4813adddbd4ae3e440ba1a201baa247f	El siguiente diagrama muestra a las localidades en un radio de de Monrovia.	es	grammar-or-spelling
1d33308e2f93118fbe1b4e6987b7698b9b21bb77f2e78979978a4eb39d06ff80	Todavía está en uso como iglesia local.	es	different-language
1d33308e2f93118fbe1b4e6987b7698b9b21bb77f2e78979978a4eb39d06ff80	Todavía está en uso como iglesia local.	es	offensive-language
1d23e51b77e2d93050bd544c797deac2e89d2ea364598983b4cf25a90bbe3ae9	Está situado a la margen izquierda del Rudrón.	es	grammar-or-spelling
1d53ba51373b45019537cf08d36fc4760e62d987aa03da5d0de86c653145e99d	Dicha información es usada por algunos lectores de pantalla y "leerla" al usuario.	es	grammar-or-spelling
1d46dde551de688fac4c2ba045318f60ccc6451857b88a0771f068b1152bcd63	Encontraron la secuencia en el acantilado por debajo de St.	es	grammar-or-spelling
1d2efe4923965b63713112f669eb0bfc301b5f0e926adde4a079f4232f843e97	Cultivaron el maíz, poroto, teca, ají. semillas de Algarrobo, calabazas y papas.	es	grammar-or-spelling
1da0f77ba58a070c043e882612b4de075686faffafdfa3f8c7b39fa33cbe9a9b	Atomic Energy Commission.	es	different-language
1db9c5945dbe60de20facf0b2eb691d2242a3f13e43655b907481c3da20ad7a7	El se desarrolla en una fiesta en una casa de lujo.	es	grammar-or-spelling
1dabe745839f6a8095a3d69fcbaf6d899125f10c3206faff76cd0a12b340fd10	Es nativa de Argentina, Brasil, Paraguay.	es	grammar-or-spelling
06f7e1cf5b5a995bb8583c633d359597c61fe621480fcfba148876ec4606b510	tranquila, nena. nada.	es	grammar-or-spelling
1d9cab6e7626a6c4874e039f6cda557f581bec947ca968593cad21bb8266f3b1	Fue creado cardenal por el papa Francisco, en el consistorio cardenalicio el día	es	grammar-or-spelling
1d58b3c8d3f07d764c8d5b46bf05d2665142c046c746282b942ffe858092eb47	que tampoco tengo la culpa. no me tienes que explicar nada.	es	grammar-or-spelling
1d8f517b298861200bac6593f5533bcd8aa409d7552b8dca9a040ad35e15e3b8	La Diócesis de Kalamazoo es sufragánea d la Arquidiócesis de Detroit.	es	grammar-or-spelling
1dcbd701c18286f8787f3fa393413135842bda67488e9af14915986280dfc98f	Fuentes: Discogs y notas de "Music of the Sun".	es	grammar-or-spelling
1de29089e98cd90c09923d5eac712b15100c81b0e613948d4232cb1842d8514c	The Ballad.	es	different-language
1de29089e98cd90c09923d5eac712b15100c81b0e613948d4232cb1842d8514c	The Ballad.	es	different-language
1d7eeb4f4c8cf4cbe973337c86cef1bcc79cdad44ae1110d34b47e9305d9fa9a	Los Quraysh perseguían a los musulmanes de bajo rango social.	es	difficult-pronounce
1da10ab9b368d66172da40879354d5a44a02f92fd1df07e49f68ff3befd31851	Bates creció en St.	es	Abreviaturas
1de964a57862d15df08910cd38ceed86ea90e66f5878fd13e6b42ebd7c9b1801	Dirección de Tecnologías de Información y Comunicación: Prof.	es	Abreviaturas
1dcba6040ef64f2a8520a1f9429ff41a50532887fb660f21fe8876f0f2d1f8e5	Plant Breed.	es	different-language
1df6bac41c8b5217c4e15f647f2580f7200a4c4ffb461276897765d4ed959abf	En su libro "Are Clothes Modern?	es	different-language
1dd7c24a3a9794fd770a43eb1bf9692f713595a43df65e20d31b134b7f1d31e4	Sociedad de artesanos y labradores, recreativa y de socorros mutuos".	es	grammar-or-spelling
1df2db4c9d8cf286aebf4a513972e65164219d9eeba744970fbf0848bf0fe1ed	Jasper B. Hunt.	es	different-language
1def7691e9b45a6d60ceae5525cf495771025d8b259c383bbd30dd3d3f9506fc	Carlyle como la Sra.	es	difficult-pronounce
1dfb7ff17122aff98a06d387c7b96020428f8be3a24d9ca265b88c2f758bbea0	Pertenecía a la noble familia Mrnjavčević.	es	difficult-pronounce
1dfa6edd3aa5d5945795ee9dc7cf4c1239a94782f12f003b534dccdef631a845	La parroquia es en el barrio de en la Ciudad.	es	grammar-or-spelling
1df374b63c6db4d42dc1101f6827e00cb2f2b743827e047621c778ea9e07f0bf	Criada en el Bronx, se graduó en el Hunter College High School.	es	difficult-pronounce
1dec5c8c619b342d39a6c53efcb448e093f42bf5ada7432488575ab57f476c33	Además colaboró con Grover Washington, Jr.	es	difficult-pronounce
1dcba6040ef64f2a8520a1f9429ff41a50532887fb660f21fe8876f0f2d1f8e5	Plant Breed.	es	different-language
1dec5c8c619b342d39a6c53efcb448e093f42bf5ada7432488575ab57f476c33	Además colaboró con Grover Washington, Jr.	es	difficult-pronounce
1de2e1a5660b80d4de46ba3f0e451804efbf94f6e58c9a27bcf66de0333ac46e	Es un taxón controvertido que el el pasado incluía especies de Europa y África.	es	grammar-or-spelling
1df992f54dc14863e69849ea0a6733a4b0434b05a1c7c5eae6dca8dfef4e14cc	Se encuentra en las costas del Atlántico oriental: desde el Senegal hasta la Congo.	es	grammar-or-spelling
1df62922fe7fb98d729b445ee62d9594a63201bde374d7291752f1e1f02c1121	La vida personal de Marian contradecía su papel en "El judío Süß".	es	difficult-pronounce
1def7691e9b45a6d60ceae5525cf495771025d8b259c383bbd30dd3d3f9506fc	Carlyle como la Sra.	es	difficult-pronounce
1df1ff826a7d7d5831a803b1ae4f066c406bd1765340e82b7f98073a98b11503	Serov es un gran nudo industrial, cultural y de transporte del óblast de Sverdlovsk.	es	difficult-pronounce
1de964a57862d15df08910cd38ceed86ea90e66f5878fd13e6b42ebd7c9b1801	Dirección de Tecnologías de Información y Comunicación: Prof.	es	difficult-pronounce
